CACNG8	effect	RASGRP1
CACNG8	effect	RASGRP2
CACNG8	effect	RASGRP3
CACNG7	inhibition	RASGRF2
CACNG7	effect	RASGRF2
CACNG7	inhibition	RASGRP1
CACNG7	effect	RASGRP1
CACNG7	inhibition	RASGRP2
CACNG7	effect	RASGRP2
CACNG7	inhibition	RASGRP3
CACNG7	effect	RASGRP3
CACNA1A	inhibition	RASGRF2
CACNA1A	inhibition	RASGRP1
CACNA1A	inhibition	RASGRP2
CACNA1A	inhibition	RASGRP3
CACNA1B	inhibition	RASGRF2
CACNA1B	inhibition	RASGRP1
CACNA1B	inhibition	RASGRP2
