cell_type,rank,Gene1,Gene2,EdgeWeight
ctx_ex,22655,MYT1L,NBPF1,3.621909949694745
ctx_ex,22656,KDM5B,PPP2R2A,3.6215816264644123
ctx_ex,22657,MYT1L,UQCC2,3.621551374759952
ctx_ex,22658,MYT1L,DTWD2,3.6214449920743537
ctx_ex,22659,MYT1L,PPWD1,3.6214411087293
ctx_ex,22660,ASH1L,YPEL1,3.6212871215080726
ctx_ex,22661,MYT1L,TRIT1,3.621207046644512
ctx_ex,22662,KMT2A,DGUOK,3.620890865291583
ctx_ex,22663,ASH1L,SAP130,3.6208423190153938
ctx_ex,22664,KMT2A,MDH1,3.620672138840361
ctx_ex,22665,ASH1L,CYTH1,3.6206008243942156
ctx_ex,22666,KDM5B,TMEM120B,3.620301244910353
ctx_ex,22667,KMT2A,RGS7,3.6201859675491743
ctx_ex,22668,ASH1L,DPF2,3.620081874090081
ctx_ex,22669,ASH1L,DDX50,3.619882636973126
ctx_ex,22670,KMT2A,NAV2,3.6197085380171514
ctx_ex,22671,MYT1L,MORN2,3.6195948354016423
ctx_ex,22672,ASH1L,DCAF16,3.619458023706035
ctx_ex,22673,MYT1L,RBP1,3.619191626386219
ctx_ex,22674,MYT1L,POLR2G,3.619116023710603
ctx_ex,22675,ASH1L,LINC01004,3.6190819499688693
ctx_ex,22676,BCL11A,SIRT2,3.61876734998308
ctx_ex,22677,MYT1L,PDCL3,3.618617753407238
ctx_ex,22678,KMT2A,LEMD3,3.618536186044361
ctx_ex,22679,KMT2A,PSMB2,3.618237814688404
ctx_ex,22680,BCL11A,CCND3,3.6179791245841706
ctx_ex,22681,KDM5B,UXS1,3.617587998947089
ctx_ex,22682,ASH1L,MPHOSPH10,3.617369087171491
ctx_ex,22683,BCL11A,DLD,3.617325289485389
ctx_ex,22684,KMT2A,BLCAP,3.616867769664088
ctx_ex,22685,KDM5B,TMEM134,3.6167794002621636
ctx_ex,22686,MYT1L,SDCBP2-AS1,3.6164014866605863
ctx_ex,22687,KDM5B,CYHR1,3.616014888146213
ctx_ex,22688,MYT1L,AC106795.3,3.616003450956121
ctx_ex,22689,KDM5B,ZNF324,3.6159134675152216
ctx_ex,22690,KDM5B,XACT,3.615906351391141
ctx_ex,22691,KMT2A,C4ORF3,3.615785755295757
ctx_ex,22692,ASH1L,RNF213,3.6152196037708086
ctx_ex,22693,KDM5B,BUD13,3.6150662407313328
ctx_ex,22694,KMT2A,HCFC1,3.614992210921971
ctx_ex,22695,ASH1L,DNAH10,3.6147621208138245
ctx_ex,22696,MYT1L,UVSSA,3.614343671283992
ctx_ex,22697,BCL11A,GALNT8,3.6141939779880015
ctx_ex,22698,ASH1L,METTL17,3.614177672156011
ctx_ex,22699,ASH1L,POLE3,3.61417320999966
ctx_ex,22700,MYT1L,DNAJC5,3.6139678141165956
ctx_ex,22701,BCL11A,SNX25,3.6137951885065034
ctx_ex,22702,KMT2A,NIPAL3,3.6133862810323567
ctx_ex,22703,BCL11A,ZNF280C,3.61327129337685
ctx_ex,22704,KMT2A,PHB,3.613200567414426
ctx_ex,22705,KMT2A,LDHA,3.61290315642759
ctx_ex,22706,KMT2A,MRPS31,3.6123765916138146
ctx_ex,22707,MYT1L,DR1,3.6122925809826505
ctx_ex,22708,KDM5B,OPTN,3.612095856718753
ctx_ex,22709,KMT2A,TRNT1,3.611988607688787
ctx_ex,22710,MYT1L,PPP1CA,3.6113401791728257
ctx_ex,22711,MYT1L,GKAP1,3.6108193387922407
ctx_ex,22712,BCL11A,ANKRD13A,3.6106837541400867
ctx_ex,22713,KDM5B,ERI1,3.61066953438803
ctx_ex,22714,KMT2A,TMEM161B,3.610621217009763
ctx_ex,22715,KMT2A,TPM1,3.6105732022784283
ctx_ex,22716,MYT1L,C1RL,3.610389296956434
ctx_ex,22717,MYT1L,TMEM147,3.6100449738013087
ctx_ex,22718,KDM5B,NFE2L1,3.6097751127203717
ctx_ex,22719,BCL11A,AC008575.1,3.6095846641637888
ctx_ex,22720,ASH1L,MAGEH1,3.609448345269503
ctx_ex,22721,MYT1L,RNF220,3.609400533429328
ctx_ex,22722,KDM5B,FIGN,3.6090478503538392
ctx_ex,22723,MYT1L,PGAP4,3.6089668200052603
ctx_ex,22724,MYT1L,MANEAL,3.608768881930169
ctx_ex,22725,MYT1L,AFMID,3.6087180359940607
ctx_ex,22726,BCL11A,COL4A6,3.608634421229567
ctx_ex,22727,KMT2A,VPS26A,3.608299694355187
ctx_ex,22728,MYT1L,FBXL18,3.6082816621021654
ctx_ex,22729,MYT1L,ZNF329,3.6082147443049783
ctx_ex,22730,BCL11A,SNHG7,3.6082106845355684
ctx_ex,22731,KMT2A,REX1BD,3.608151465118312
ctx_ex,22732,ASH1L,ZSCAN18,3.6081389979365146
ctx_ex,22733,MYT1L,GOT1,3.6080116628920216
ctx_ex,22734,MYT1L,LYSMD4,3.607936426170953
ctx_ex,22735,BCL11A,TATDN3,3.6075426309145007
ctx_ex,22736,MYT1L,ZNF486,3.607526106648619
ctx_ex,22737,KMT2A,TAF1,3.607135588093347
ctx_ex,22738,ASH1L,GLIS3,3.6069631489126763
ctx_ex,22739,BCL11A,METAP1D,3.60691965489888
ctx_ex,22740,KDM5B,AC027288.3,3.606820039866432
ctx_ex,22741,ASH1L,STT3A,3.606428283040509
ctx_ex,22742,MYT1L,MXD1,3.606417540623726
ctx_ex,22743,KMT2A,SCP2,3.606013621075087
ctx_ex,22744,KDM5B,NIPA2,3.6059699811846477
ctx_ex,22745,MYT1L,TIMM29,3.6058046345722037
ctx_ex,22746,BCL11A,TGOLN2,3.6053794244190374
